Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	Progress	dGMaxMin	CriteriaType	CriteriaVarType	CriteriaPercentage
54	30	0	0.780709725	101324.792	101324.883	101324.792	101325.014	0.125198974	0	0	0	267.921	0	0	3
55	30	0	0.795167312	101324.791	101324.876	101324.791	101325.009	0.131568584	0	0	0	268.055	0	0	3
56	31	0	0.8096249	101324.791	101324.87	101324.791	101325	0.137426151	0	0	0	266.882	0	0	3
57	32	0	0.824082487	101324.792	101324.864	101324.791	101324.992	0.142668837	0	0	0	266.424	0	0	3
58	32	0	0.838540075	101324.795	101324.859	101324.791	101324.982	0.1472385	0	0	0	266.915	0	0	3
59	33	0	0.852997662	101324.8	101324.853	101324.791	101324.973	0.151122472	0	0	0	267.063	0	0	3
60	33	0	0.86745525	101324.806	101324.849	101324.791	101324.962	0.154264616	0	0	0	267.597	0	0	3
61	34	0	0.881912837	101324.814	101324.844	101324.791	101324.95	0.156553306	0	0	0	267.751	0	0	3
62	34	0	0.896370425	101324.824	101324.841	101324.791	101324.94	0.149168694	0	0	0	268.307	0	0	3
63	35	0	0.910828012	101324.834	101324.838	101324.791	101324.932	0.141646293	0	0	0	268.455	0	0	3
64	36	0	0.9252856	101324.841	101324.835	101324.791	101324.926	0.13531502	0	0	0	268.937	0	0	3
65	36	0	0.939743187	101324.847	101324.833	101324.791	101324.92	0.12888064	0	0	0	269.014	0	0	3
66	37	0	0.954200775	101324.851	101324.831	101324.791	101324.911	0.120117414	0	0	0	269.384	0	0	3
67	37	0	0.968658362	101324.854	101324.829	101324.791	101324.904	0.112827593	0	0	0	269.396	0	0	3
68	38	0	0.98311595	101324.856	101324.828	101324.791	101324.898	0.106899112	0	0	0	269.678	0	0	3
69	38	0	0.997573537	101324.857	101324.827	101324.791	101324.892	0.101099599	0	0	0	269.672	0	0	3
70	39	0	1.01203112	101324.857	101324.826	101324.791	101324.885	0.0946337979	0.00686217112	0	0	269.917	0	0	3
