Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	Progress	dGMaxMin	CriteriaType	CriteriaVarType	CriteriaPercentage
58	32	0	0.838540075	293.2	293.2	293.2	293.2	2.82760652e-07	0	0	0	7.26307e-05	0	0	3
59	33	0	0.852997662	293.2	293.2	293.2	293.2	2.7206687e-07	0	0	0	7.1642e-05	0	0	3
60	33	0	0.86745525	293.2	293.2	293.2	293.2	2.54457348e-07	0	0	0	7.23576e-05	0	0	3
61	34	0	0.881912837	293.2	293.2	293.2	293.2	2.35159234e-07	0	0	0	7.23594e-05	0	0	3
62	34	0	0.896370425	293.2	293.2	293.2	293.2	2.16262663e-07	0	0	0	7.25261e-05	0	0	3
63	35	0	0.910828012	293.2	293.2	293.2	293.2	1.99469753e-07	0	0	0	7.20882e-05	0	0	3
64	36	0	0.9252856	293.2	293.2	293.2	293.2	1.85207512e-07	0	0	0	7.30048e-05	0	0	3
65	36	0	0.939743187	293.2	293.2	293.2	293.2	1.69340296e-07	0	0	0	7.25505e-05	0	0	3
66	37	0	0.954200775	293.2	293.2	293.2	293.2	1.56262956e-07	0	0	0	7.27182e-05	0	0	3
67	37	0	0.968658362	293.2	293.2	293.2	293.2	1.45128581e-07	0	0	0	7.21727e-05	0	0	3
68	38	0	0.98311595	293.2	293.2	293.2	293.2	1.35052062e-07	0	0	0	7.31458e-05	0	0	3
69	38	0	0.997573537	293.2	293.2	293.2	293.2	1.25368217e-07	0	0	0	7.26738e-05	0	0	3
70	39	0	1.01203112	293.2	293.2	293.2	293.2	1.12566056e-07	2.932e-06	0	0	7.29851e-05	0	0	3
