Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	Progress	dGMaxMin	CriteriaType	CriteriaVarType	CriteriaPercentage
56	31	0	0.8096249	32.2929717	32.3344179	31.6921172	33.004464	1.31234685	0	0	0	0	0	0	3
57	32	0	0.824082487	32.2476452	32.3127945	31.6921172	32.7372183	1.04510106	0	0	0	0	0	0	3
58	32	0	0.838540075	32.2592993	32.3031979	31.6921172	32.7372183	1.04510106	0	0	0	0	0	0	3
59	33	0	0.852997662	32.248064	32.2999305	31.6921172	32.7372183	1.04510106	0	0	0	0	0	0	3
60	33	0	0.86745525	32.3149064	32.3074129	31.6921172	32.7372183	1.04510106	0	0	0	0	0	0	3
61	34	0	0.881912837	32.3352547	32.3217156	31.6921172	32.7372183	1.04510106	0	0	0	0	0	0	3
62	34	0	0.896370425	32.4066156	32.3421298	31.7179918	32.7372183	1.01922641	0	0	0	0	0	0	3
63	35	0	0.910828012	32.4246358	32.3619033	31.7179918	32.7372183	1.01922641	0	0	0	0	0	0	3
64	36	0	0.9252856	32.4788945	32.3835174	31.7179918	32.7372183	1.01922641	0	0	0	0	0	0	3
65	36	0	0.939743187	32.4965904	32.403362	31.7179918	32.7372183	1.01922641	0	0	0	0	0	0	3
66	37	0	0.954200775	32.559375	32.4274015	31.8090519	32.7372183	0.928166355	0	0	0	0	0	0	3
67	37	0	0.968658362	32.5769706	32.449342	31.9174625	32.7372183	0.819755806	0	0	0	0	0	0	3
68	38	0	0.98311595	32.6196687	32.469405	32.1078607	32.7372183	0.629357544	0	0	0	0	0	0	3
69	38	0	0.997573537	32.6250404	32.4841816	32.2072059	32.7372183	0.530012362	0	0	0	0	0	0	3
70	39	0	1.01203112	32.6465513	32.4967343	32.2476452	32.7372183	0.489573061	0.616816623	0	100	0	0	0	3
