Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	Progress	dGMaxMin	CriteriaType	CriteriaVarType	CriteriaPercentage
1	2	0	0.0145317411	101324.976	101324.976	101324.976	101324.976	0	0	0	0	503.755	0	0	3
2	2	0	0.0290634823	101324.995	101324.985	101324.976	101324.995	0.00935907739	0	0	0	605.587	0	0	3
3	3	0	0.0435952234	101325	101324.99	101324.976	101325	0.0143522169	0	0	0	516.631	0	0	3
4	3	0	0.0581269645	101325.004	101324.994	101324.976	101325.004	0.0178234719	0	0	0	376.865	0	0	3
5	4	0	0.0726587057	101325.005	101324.996	101324.976	101325.005	0.0200906165	0	0	0	302.964	0	0	3
6	4	0	0.0871904468	101325.007	101324.998	101324.976	101325.007	0.0219231281	0	0	0	266.579	0	0	3
7	4	0	0.101722188	101325.008	101324.999	101324.976	101325.008	0.0234565865	0	0	0	229.591	0	0	3
8	5	0	0.116253929	101325.01	101325.001	101324.976	101325.01	0.0247438793	0	0	0	207.606	0	0	3
9	5	0	0.13078567	101325.01	101325.002	101324.976	101325.01	0.0257649754	0	0	0	181.147	0	0	3
10	6	0	0.145317411	101325.009	101325.002	101324.976	101325.01	0.0265494597	0	0	0	167.196	0	0	3
11	6	0	0.159849152	101325.009	101325.003	101324.976	101325.01	0.0271841784	0	0	0	156.836	0	0	3
12	7	0	0.174380894	101325.009	101325.003	101324.976	101325.01	0.027674962	0	0	0	150.724	0	0	3
13	8	0	0.188912635	101325.008	101325.004	101324.976	101325.01	0.0280594062	0	0	0	150.671	0	0	3
14	8	0	0.203444376	101325.008	101325.004	101324.976	101325.01	0.0283532786	0	0	0	146.073	0	0	3
15	9	0	0.217976117	101325.008	101325.004	101324.976	101325.01	0.0285972004	0	0	0	142.087	0	0	3
16	9	0	0.232507858	101325.008	101325.005	101324.976	101325.01	0.0288158099	0	0	0	137.246	0	0	3
17	9	0	0.247039599	101325.007	101325.005	101324.976	101325.01	0.0289480581	0	0	0	135.578	0	0	3
18	10	0	0.26157134	101325.005	101325.005	101324.976	101325.01	0.0289752959	0	0	0	127.785	0	0	3
19	11	0	0.276103082	101325.004	101325.005	101324.976	101325.01	0.0289752959	0	0	0	126.738	0	0	3
20	11	0	0.290634823	101325.002	101325.005	101324.976	101325.01	0.0289752959	0	0	0	123.279	0	0	3
21	11	0	0.305166564	101325.001	101325.004	101324.976	101325.01	0.0289752959	0	0	0	122.002	0	0	3
22	12	0	0.319698305	101324.996	101325.004	101324.976	101325.01	0.0289752959	0	0	0	119.491	0	0	3
23	13	0	0.334230046	101324.993	101325.004	101324.976	101325.01	0.0289752959	0	0	0	120.022	0	0	3
24	13	0	0.348761787	101324.989	101325.003	101324.976	101325.01	0.0289752959	0	0	0	117.698	0	0	3
25	14	0	0.363293528	101324.985	101325.002	101324.976	101325.01	0.0289752959	0	0	0	122.414	0	0	3
26	14	0	0.37782527	101324.98	101325.001	101324.976	101325.01	0.0289752959	0	0	0	121.328	0	0	3
27	15	0	0.392357011	101324.975	101325	101324.975	101325.01	0.0289752959	0	0	0	121.541	0	0	3
28	15	0	0.406888752	101324.971	101324.999	101324.971	101325.01	0.0289752959	0	0	0	118.657	0	0	3
29	16	0	0.421420493	101324.968	101324.998	101324.968	101325.01	0.0289752959	0	0	0	119.147	0	0	3
30	16	0	0.435952234	101324.966	101324.997	101324.966	101325.01	0.0289752959	0	0	0	116.896	0	0	3
31	17	0	0.450483975	101324.963	101324.996	101324.963	101325.01	0.0289752959	0	0	0	117.225	0	0	3
32	17	0	0.465015716	101324.959	101324.995	101324.959	101325.01	0.0289752959	0	0	0	114.667	0	0	3
33	18	0	0.479547457	101324.956	101324.994	101324.956	101325.01	0.0289752959	0	0	0	114.998	0	0	3
34	18	0	0.494079199	101324.953	101324.993	101324.953	101325.01	0.0289752959	0	0	0	112.232	0	0	3
35	19	0	0.50861094	101324.95	101324.991	101324.95	101325.01	0.0289752959	0	0	0	112.64	0	0	3
36	19	0	0.523142681	101324.946	101324.99	101324.946	101325.01	0.0196162185	0	0	0	110.757	0	0	3
37	20	0	0.537674422	101324.941	101324.989	101324.941	101325.01	0.0158206756	0	0	0	111.093	0	0	3
38	20	0	0.552206163	101324.935	101324.987	101324.935	101325.01	0.017689004	0	0	0	109.035	0	0	3
39	21	0	0.566737904	101324.93	101324.985	101324.93	101325.01	0.0198166275	0	0	0	109.047	0	0	3
