Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	Progress	dGMaxMin	CriteriaType	CriteriaVarType	CriteriaPercentage
55	28	0	0.799245762	293.2	293.2	293.2	293.2	1.11079487e-07	0	0	0	2.36983e-05	0	0	3
56	28	0	0.813777504	293.2	293.2	293.2	293.2	1.1331781e-07	0	0	0	2.33907e-05	0	0	3
57	29	0	0.828309245	293.2	293.2	293.2	293.2	1.15392027e-07	0	0	0	2.33343e-05	0	0	3
58	29	0	0.842840986	293.2	293.2	293.2	293.2	1.17328739e-07	0	0	0	2.29895e-05	0	0	3
59	29	0	0.857372727	293.2	293.2	293.2	293.2	1.16473984e-07	0	0	0	2.29389e-05	0	0	3
60	30	0	0.871904468	293.2	293.2	293.2	293.2	1.09713937e-07	0	0	0	2.27029e-05	0	0	3
61	30	0	0.886436209	293.2	293.2	293.2	293.2	1.02029958e-07	0	0	0	2.26256e-05	0	0	3
62	31	0	0.90096795	293.2	293.2	293.2	293.2	9.43902023e-08	0	0	0	2.2483e-05	0	0	3
63	31	0	0.915499692	293.2	293.2	293.2	293.2	8.74957209e-08	0	0	0	2.2396e-05	0	0	3
64	31	0	0.930031433	293.2	293.2	293.2	293.2	8.16933152e-08	0	0	0	2.2484e-05	0	0	3
65	32	0	0.944563174	293.2	293.2	293.2	293.2	7.53184963e-08	0	0	0	2.22579e-05	0	0	3
66	32	0	0.959094915	293.2	293.2	293.2	293.2	7.00526357e-08	0	0	0	2.21905e-05	0	0	3
67	33	0	0.973626656	293.2	293.2	293.2	293.2	6.55714985e-08	0	0	0	2.21346e-05	0	0	3
68	33	0	0.988158397	293.2	293.2	293.2	293.2	6.14860483e-08	0	0	0	2.21028e-05	0	0	3
69	33	0	1.00269014	293.2	293.2	293.2	293.2	5.76476964e-08	2.932e-06	0	0	2.18904e-05	0	0	3
70	34	0	1.01722188	293.2	293.2	293.2	293.2	5.25178052e-08	2.932e-06	0	0	2.18791e-05	0	0	3
71	34	0	1.03175362	293.2	293.2	293.2	293.2	4.7415142e-08	2.932e-06	0	0	2.1862e-05	0	0	3
72	35	0	1.04628536	293.2	293.2	293.2	293.2	4.26715587e-08	2.932e-06	0	0	2.18893e-05	0	0	3
73	35	0	1.0608171	293.2	293.2	293.2	293.2	3.83626002e-08	2.932e-06	0	0	2.188e-05	0	0	3
74	35	0	1.07534884	293.2	293.2	293.2	293.2	3.44919613e-08	2.932e-06	0	0	2.20117e-05	0	0	3
75	36	0	1.08988059	293.2	293.2	293.2	293.2	2.98949772e-08	2.932e-06	0	0	2.18701e-05	0	0	3
76	36	0	1.10441233	293.2	293.2	293.2	293.2	2.53230041e-08	2.932e-06	0	0	2.18816e-05	0	0	3
