Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	Progress	dGMaxMin	CriteriaType	CriteriaVarType	CriteriaPercentage
57	29	0	0.828309245	18.7884528	18.9152804	18.1638485	19.409796	1.24594756	0	0	0	0	0	0	3
58	29	0	0.842840986	18.8137167	18.9338481	18.1673924	19.409796	1.24240365	0	0	0	0	0	0	3
59	29	0	0.857372727	18.8641532	18.9534677	18.1673924	19.409796	1.24240365	0	0	0	0	0	0	3
60	30	0	0.871904468	18.8864042	18.9740109	18.1814848	19.409796	1.22831119	0	0	0	0	0	0	3
61	30	0	0.886436209	18.9158153	18.9949918	18.2664527	19.409796	1.1433433	0	0	0	0	0	0	3
62	31	0	0.90096795	18.916195	19.0135559	18.349598	19.409796	1.06019807	0	0	0	0	0	0	3
63	31	0	0.915499692	18.9193615	19.0298348	18.4272863	19.409796	0.982509763	0	0	0	0	0	0	3
64	31	0	0.930031433	18.8888063	19.0430211	18.5285447	19.409796	0.881251301	0	0	0	0	0	0	3
65	32	0	0.944563174	18.8760362	19.0529494	18.6240867	19.409796	0.785709351	0	0	0	0	0	0	3
66	32	0	0.959094915	18.8443507	19.0592427	18.7494026	19.409796	0.660393436	0	0	0	0	0	0	3
67	33	0	0.973626656	18.8232318	19.0613521	18.7674662	19.409796	0.642329857	0	0	0	0	0	0	3
68	33	0	0.988158397	18.8010361	19.0583016	18.7674662	19.409796	0.642329857	0	0	0	0	0	0	3
69	33	0	1.00269014	18.7948242	19.051797	18.7674662	19.409796	0.642329857	0.227984574	0	35.4	0	0	0	3
70	34	0	1.01722188	18.8004397	19.0417681	18.7674662	19.409796	0.642329857	0.227984574	0	35.4	0	0	0	3
71	34	0	1.03175362	18.8129045	19.0296984	18.7674662	19.409796	0.642329857	0.227984574	0	35.4	0	0	0	3
72	35	0	1.04628536	18.8280291	19.0175181	18.7674662	19.409796	0.588137021	0.227984574	0	38.7	0	0	0	3
73	35	0	1.0608171	18.8547285	19.005084	18.7674662	19.409796	0.478244592	0.227984574	0	47.6	0	0	0	3
74	35	0	1.07534884	18.8723598	18.9920987	18.7674662	19.409796	0.36835935	0.227984574	0	61.8	0	0	0	3
75	36	0	1.08988059	18.8800496	18.9779055	18.7674662	19.409796	0.283793684	0.227984574	0	80.3	0	0	0	3
76	36	0	1.10441233	18.8968442	18.9633832	18.7674662	19.409796	0.222328369	0.227984574	0	100	0	0	0	3
