Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	Progress	dGMaxMin	CriteriaType	CriteriaVarType	CriteriaPercentage
1	2	0	0.0145317411	0	0	0	0	0	0	0	0	0	0	0	3
2	2	0	0.0290634823	0	0	0	0	0	0	0	0	0	0	0	3
3	3	0	0.0435952234	0	0	0	0	0	0	0	0	0	0	0	3
4	3	0	0.0581269645	0	0	0	0	0	0	0	0	0	0	0	3
5	4	0	0.0726587057	0	0	0	0	0	0	0	0	0	0	0	3
6	4	0	0.0871904468	0	0	0	0	0	0	0	0	0	0	0	3
7	4	0	0.101722188	0	0	0	0	0	0	0	0	0	0	0	3
8	5	0	0.116253929	0	0	0	0	0	0	0	0	0	0	0	3
9	5	0	0.13078567	0	0	0	0	0	0	0	0	0	0	0	3
10	6	0	0.145317411	0	0	0	0	0	0	0	0	0	0	0	3
11	6	0	0.159849152	0	0	0	0	0	0	0	0	0	0	0	3
12	7	0	0.174380894	0	0	0	0	0	0	0	0	0	0	0	3
13	8	0	0.188912635	0	0	0	0	0	0	0	0	0	0	0	3
14	8	0	0.203444376	0	0	0	0	0	0	0	0	0	0	0	3
15	9	0	0.217976117	0	0	0	0	0	0	0	0	0	0	0	3
16	9	0	0.232507858	0	0	0	0	0	0	0	0	0	0	0	3
17	9	0	0.247039599	0	0	0	0	0	0	0	0	0	0	0	3
18	10	0	0.26157134	0	0	0	0	0	0	0	0	0	0	0	3
19	11	0	0.276103082	0	0	0	0	0	0	0	0	0	0	0	3
20	11	0	0.290634823	0	0	0	0	0	0	0	0	0	0	0	3
21	11	0	0.305166564	0	0	0	0	0	0	0	0	0	0	0	3
22	12	0	0.319698305	0	0	0	0	0	0	0	0	0	0	0	3
23	13	0	0.334230046	0	0	0	0	0	0	0	0	0	0	0	3
24	13	0	0.348761787	0	0	0	0	0	0	0	0	0	0	0	3
25	14	0	0.363293528	0	0	0	0	0	0	0	0	0	0	0	3
26	14	0	0.37782527	0	0	0	0	0	0	0	0	0	0	0	3
27	15	0	0.392357011	0	0	0	0	0	0	0	0	0	0	0	3
28	15	0	0.406888752	0	0	0	0	0	0	0	0	0	0	0	3
29	16	0	0.421420493	0	0	0	0	0	0	0	0	0	0	0	3
30	16	0	0.435952234	0	0	0	0	0	0	0	0	0	0	0	3
31	17	0	0.450483975	0	0	0	0	0	0	0	0	0	0	0	3
32	17	0	0.465015716	0	0	0	0	0	0	0	0	0	0	0	3
33	18	0	0.479547457	0	0	0	0	0	0	0	0	0	0	0	3
34	18	0	0.494079199	0	0	0	0	0	0	0	0	0	0	0	3
35	19	0	0.50861094	0	0	0	0	0	0	0	0	0	0	0	3
36	19	0	0.523142681	0	0	0	0	0	0	0	0	0	0	0	3
37	20	0	0.537674422	0	0	0	0	0	0	0	0	0	0	0	3
38	20	0	0.552206163	0	0	0	0	0	0	0	0	0	0	0	3
39	21	0	0.566737904	0	0	0	0	0	0	0	0	0	0	0	3
40	21	0	0.581269645	0	0	0	0	0	0	0	0	0	0	0	3
41	22	0	0.595801387	0	0	0	0	0	0	0	0	0	0	0	3
42	23	0	0.610333128	0	0	0	0	0	0	0	0	0	0	0	3
