Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	Progress	dGMaxMin	CriteriaType	CriteriaVarType	CriteriaPercentage
83	47	0	1.15159423	101324.855	101324.855	101324.83	101324.886	0.0566392758	0.00534101172	0	0	214.752	0	0	3
84	48	0	1.16546886	101324.856	101324.854	101324.83	101324.886	0.0566392758	0.00534101172	0	0	214.345	0	0	3
85	49	0	1.17934349	101324.858	101324.854	101324.83	101324.886	0.0566392758	0.00534101172	0	0	213.58	0	0	3
86	50	0	1.19321812	101324.86	101324.853	101324.83	101324.886	0.0566392758	0.00534101172	0	0	213.235	0	0	3
87	50	0	1.20709275	101324.862	101324.852	101324.83	101324.886	0.0566246975	0.00534101172	0	0	212.518	0	0	3
88	51	0	1.22096738	101324.864	101324.852	101324.83	101324.883	0.0535043871	0.00534101172	0	0	212.225	0	0	3
89	52	0	1.23484201	101324.866	101324.851	101324.83	101324.877	0.0474781584	0.00534101172	0	0	211.513	0	0	3
90	52	0	1.24871664	101324.868	101324.851	101324.83	101324.87	0.040371106	0.00534101172	0	0	211.261	0	0	3
91	53	0	1.26259127	101324.87	101324.851	101324.83	101324.87	0.0402541101	0.00534101172	0	0	210.619	0	0	3
92	54	0	1.27646589	101324.872	101324.851	101324.83	101324.872	0.042175384	0.00534101172	0	0	210.398	0	0	3
93	54	0	1.29034052	101324.874	101324.852	101324.83	101324.874	0.0391028973	0.00534101172	0	0	209.781	0	0	3
94	55	0	1.30421515	101324.876	101324.853	101324.83	101324.876	0.0357552665	0.00534101172	0	0	209.581	0	0	3
95	56	0	1.31808978	101324.877	101324.853	101324.83	101324.877	0.0324503871	0.00534101172	0	0	209.004	0	0	3
96	56	0	1.33196441	101324.879	101324.855	101324.83	101324.879	0.0292054102	0.00534101172	0	0	208.778	0	0	3
97	57	0	1.34583904	101324.881	101324.856	101324.83	101324.881	0.0260128481	0.00534101172	0	0	208.223	0	0	3
98	57	0	1.35971367	101324.882	101324.857	101324.83	101324.882	0.0229143938	0.00534101172	0	0	208.072	0	0	3
99	58	0	1.3735883	101324.884	101324.859	101324.83	101324.884	0.0199305652	0.00534101172	0	0	207.534	0	0	3
100	58	0	1.38746293	101324.885	101324.86	101324.83	101324.885	0.0171559732	0.00534101172	0	0	207.372	0	0	3
101	59	0	1.40133756	101324.886	101324.862	101324.83	101324.886	0.0145990813	0.00534101172	0	0	206.843	0	0	3
102	60	0	1.41521219	101324.887	101324.863	101324.832	101324.887	0.0122588383	0.00534101172	0	0	206.691	0	0	3
103	60	0	1.42908682	101324.888	101324.865	101324.836	101324.888	0.0134371571	0.00534101172	0	0	206.165	0	0	3
104	61	0	1.44296145	101324.888	101324.866	101324.84	101324.888	0.0148674211	0.00534101172	0	0	206.07	0	0	3
105	61	0	1.45683608	101324.889	101324.867	101324.846	101324.889	0.0161816732	0.00534101172	0	0	205.532	0	0	3
106	62	0	1.4707107	101324.89	101324.868	101324.852	101324.89	0.0173535058	0.00534101172	0	0	205.437	0	0	3
107	62	0	1.48458533	101324.89	101324.87	101324.853	101324.89	0.01838066	0.00534101172	0	0	204.923	0	0	3
108	63	0	1.49845996	101324.89	101324.87	101324.853	101324.89	0.0192664485	0.00534101172	0	0	204.829	0	0	3
109	63	0	1.51233459	101324.89	101324.871	101324.853	101324.89	0.0200582752	0.00534101172	0	0	204.312	0	0	3
110	63	0	1.52620922	101324.891	101324.872	101324.853	101324.891	0.020798829	0.00534101172	0	0	204.254	0	0	3
111	64	0	1.54008385	101324.891	101324.873	101324.853	101324.891	0.0215444416	0.00534101172	0	0	203.744	0	0	3
112	64	0	1.55395848	101324.891	101324.873	101324.853	101324.891	0.0223409072	0.00534101172	0	0	203.687	0	0	3
113	65	0	1.56783311	101324.891	101324.874	101324.853	101324.891	0.0232250896	0.00534101172	0	0	203.2	0	0	3
114	65	0	1.58170774	101324.891	101324.875	101324.853	101324.891	0.0241931577	0.00534101172	0	0	203.159	0	0	3
115	65	0	1.59558237	101324.892	101324.876	101324.853	101324.892	0.0252201538	0.00534101172	0	0	202.665	0	0	3
116	66	0	1.609457	101324.892	101324.877	101324.853	101324.892	0.0262701615	0.00534101172	0	0	202.637	0	0	3
117	66	0	1.62333163	101324.892	101324.878	101324.853	101324.892	0.0273241371	0.00534101172	0	0	202.152	0	0	3
118	67	0	1.63720626	101324.892	101324.879	101324.854	101324.892	0.028362779	0.00534101172	0	0	202.137	0	0	3
119	67	0	1.65108089	101324.892	101324.881	101324.855	101324.892	0.0293864495	0.00534101172	0	0	201.654	0	0	3
